sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H26625,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,4227,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,101,0,11,0,1,1,0,0,0,1,0,0,0,0,1176,50,1645,0,1,0,0,0,0,0,368,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H28016,0,0,0,0,20,4,0,0,0,0,0,0,0,1240,0,0,4803,0,3,5,0,0,0,0,139,0,0,0,0,0,0,0,130,17,368,0,270,10,0,0,4667,495,124,50,0,26,4357,32,5784,39,156,0,2,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,2884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H26720,0,0,0,0,10,0,23,0,0,0,6,0,0,16,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,184,0,0,10,0,0,19,24,0,16,0,0,1919,185,1031,0,26,0,0,0,0,0,31,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,67,0,0,0,0,0,25,0,19,0,0,0,0,0,0,0
H30932,0,0,0,0,2,4,0,0,10,0,0,0,0,161,0,0,5941,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1317,0,1071,0,272,1,0,0,330,4322,13,24,3,0,3151,1617,2084,10,67,0,0,0,0,0,11,79,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,223,0,0,1,0,3333,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0
H26729,0,0,0,0,0,1,10,0,0,2,0,0,0,24,0,0,3935,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,27,0,3,0,0,0,0,0,195,205,8,10,0,0,1244,26,4269,15,5,304,0,0,0,0,0,2355,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25942,0,0,0,0,2,1,0,0,0,0,0,0,0,79,0,0,15402,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,164,0,0,10,0,0,4,987,0,28,0,0,7088,198,3481,0,60,0,0,0,0,0,893,33,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,21,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0
H18255,0,0,0,0,1,0,0,0,0,0,2,0,0,194,0,0,5983,0,0,0,0,0,19,0,105,0,85,0,0,0,0,0,337,39,18,0,112,0,0,2,1805,1585,39,18,0,0,1573,43,3539,28,84,1,0,0,0,0,1,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H26850,0,0,0,0,15,0,2,0,0,0,0,0,0,275,0,0,3114,0,2,3,0,0,6,0,685,0,32,0,0,0,0,0,2675,0,354,0,0,1,0,0,1,0,0,0,2,0,4316,76,1773,0,46,0,0,0,0,0,2,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,9,0,4942,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0
H26621,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,1979,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,28,14,10,0,441,0,0,1,887,203,15,1,0,0,1818,33,1863,3,28,0,0,0,0,0,75,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0
H26590,0,0,0,0,1,4,0,0,0,0,0,0,0,303,0,0,4642,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,949,0,33,0,0,16,0,0,112,18,0,3,0,0,915,2,798,0,67,0,0,0,0,0,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,1725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H18209,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,11869,0,149,0,0,0,0,0,5,0,101,0,0,0,0,0,279,0,89,0,572,3,0,0,1451,411,13,56,0,0,2154,216,5458,6,20,6,0,0,0,0,779,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,0,143,0,0,0,0,110,1,0,0,0,0,0,0,0,0,0
H31050,0,0,0,0,25,5,0,0,0,0,5,0,0,719,0,0,14656,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,519,1,108,0,1,0,0,0,582,30,19,21,1,0,2641,15,6486,63,85,0,0,0,0,0,162,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,0,0,0,0,83,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0
H31024,0,0,0,0,14,7,6,0,7,0,0,0,0,1186,0,0,20705,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,234,0,228,0,0,1,0,0,230,1,0,18,0,0,4430,69,3807,1,34,0,0,0,0,0,1,2284,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,81,0,0,0,0,72,4,0,0,0,0,0,0,0,0,0
H25808,0,0,0,0,2,0,0,0,0,0,0,0,0,179,0,0,7385,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,30,1,55,0,0,0,0,0,50,1,1,0,0,0,1832,10,1553,1,7,0,0,0,0,0,276,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,0,0,0,61,0,0,0,0,125,0,0,0,0,0,0,0,1,0,0
H34112,0,0,0,0,1,3,0,0,13,0,0,0,0,180,0,0,7690,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,647,0,0,1,0,0,0,0,0,39,0,0,5168,210,2336,0,1,0,0,0,0,0,0,3871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1002,0,0,1,0,187,0,0,0,0,389,1,0,0,0,0,0,0,0,0,1
H27140,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9378,0,0,0,0,0,0,0,4,0,51,0,0,0,0,0,26,6,20,0,624,0,0,0,594,1391,20,65,0,0,1790,48,2797,22,32,0,7,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,571,0,0,0,0,210,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0
H26705,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1924,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,78,52,33,0,1627,0,0,23,831,64,14,0,0,0,3287,47,2031,11,19,0,0,1,0,0,578,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
H26744,0,0,0,0,10,0,2,0,3,0,0,0,0,397,0,0,4401,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,99,0,296,0,54,2,0,0,681,33,6,15,5,0,1560,2,2044,19,25,0,0,0,0,0,58,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,8729,0,0,0,0,4,2,0,1,0,0,0,0,0,0,1
H25758,0,0,0,0,2,51,1,0,3,0,0,0,0,273,0,0,12639,0,10,0,0,0,0,0,0,0,388,0,0,0,0,0,48,0,8,0,0,2,0,0,53,0,1,13,3,0,1112,29,3495,29,76,0,0,0,0,0,790,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,0,5773,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
H26034,0,0,0,0,0,2,0,0,4,0,0,0,0,36,0,0,9265,0,0,0,0,0,0,0,27,0,28,0,0,0,0,0,19,235,15,0,1333,1,0,0,508,1143,167,0,0,3,431,5,2986,18,8,12,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,148,0,0,0,0,5653,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
H27172,0,0,0,0,1,0,0,0,0,0,0,0,0,81,0,0,12871,0,0,0,0,0,0,0,14,0,161,0,0,0,0,0,316,0,26,0,0,15,0,0,42,1,0,0,0,0,2175,509,3324,3,10,0,0,0,0,0,0,666,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1225,0,0,0,0,416,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
H25971,0,0,0,0,12,5,0,0,0,0,6,0,0,1109,0,0,13972,0,0,0,0,0,2,0,0,0,34,0,0,0,0,0,1743,0,207,0,97,0,0,0,275,2341,9,9,0,0,3167,1,4273,0,116,0,0,0,0,0,0,40,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,219,0,0,0,0,5477,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
H27438,0,0,0,0,72,34,9,0,7,0,0,0,0,881,0,0,383,0,6,4,0,0,11,0,0,0,0,0,0,0,0,3,748,0,6797,0,0,83,0,0,0,1,0,727,0,0,1573,7,131,0,144,0,0,0,0,0,3,306,0,0,0,0,0,0,0,0,0,56,0,0,0,0,1,104,0,0,5,0,5229,0,0,0,0,274,79,0,12,0,0,0,0,0,0,0
H27290,0,0,0,0,0,1,0,0,2,0,0,0,0,135,0,0,6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,0,151,0,0,0,0,0,0,463,0,19,1,0,6354,285,2539,0,44,0,0,0,0,0,0,2172,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,774,0,0,0,0,11608,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0
H25939,0,0,0,0,4,5,1,0,0,0,2,0,0,246,0,0,9731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,0,25,0,0,3,0,0,2,1,0,2,3,0,6002,93,4278,0,57,0,0,0,0,0,0,10801,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4772,0,0,0,0,323,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
H27373,0,0,0,0,10,1,0,0,1,0,0,0,0,535,0,0,2981,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1004,0,766,0,0,0,0,0,0,806,0,201,0,0,12474,174,6555,0,94,0,0,0,0,0,0,8470,0,0,8,0,0,0,2,0,0,0,2,0,0,0,0,956,0,0,0,0,23,0,0,0,0,1591,9,0,0,0,0,0,0,0,0,0
H26919,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1,0,8,0,0,0,59,191,0,3,0,0,1595,18,1596,3,28,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
H27077,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,14793,0,0,0,0,0,0,0,103,0,178,0,0,0,0,0,803,0,32,0,0,1,0,0,45,167,1,3,0,0,3411,213,4439,0,47,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,0,0,0,0,1925,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
H18360,0,0,0,0,6,0,0,0,1,0,0,0,0,49,0,0,6156,0,24,0,0,0,0,0,13,0,222,0,0,0,0,0,192,1,80,0,208,1,0,0,76,578,2,247,0,0,564,125,1134,0,12,0,1,0,0,0,224,403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
H32787,0,0,0,0,5,13,0,0,2,0,0,0,0,544,0,0,8070,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,456,0,116,0,2,5,0,0,78,0,0,64,0,0,3818,53,4294,0,18,0,0,0,0,0,558,100,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,44,2,0,0,0,27,0,0,0,0,4624,0,0,0,0,0,0,0,0,0,0
H18274,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,8636,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,241,0,27,0,2565,0,0,0,361,2748,81,9,0,0,1540,529,1752,11,15,2,6,0,0,0,101,16,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,77,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0
H21550,0,0,0,0,1,0,0,0,0,0,0,0,0,241,0,0,4427,0,2,0,0,0,0,0,8,0,15,0,0,0,0,0,58,4,46,0,214,0,0,1,562,2599,7,26,7,0,654,58,3149,15,108,3,1,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,1235,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0
H27163,0,0,0,0,0,3,0,0,0,0,0,0,0,175,0,0,10992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,4,0,839,0,0,0,1137,382,10,1,1,0,2280,13,5352,4,71,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1641,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0
H25978,0,0,0,0,2,3,3,0,3,0,0,0,0,419,0,0,15043,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,453,0,88,0,288,3,0,0,73,215,1,26,0,0,6113,258,5764,0,83,0,0,0,0,0,0,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1309,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0
H25791,0,0,0,0,0,0,1,0,0,0,1,0,0,18,0,0,7819,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,219,0,175,0,0,2,0,0,49,421,0,16,1,0,4060,216,4094,0,10,0,0,0,0,0,0,2603,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,46,0,0,0,0,26,0,0,0,0,245,0,0,0,0,0,0,0,0,3,0
H18143,0,0,0,0,1,0,0,0,1,0,0,0,0,226,0,0,7186,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,164,0,104,0,0,1,0,0,241,0,1,152,0,0,1553,100,1724,0,6,0,0,0,0,0,247,631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0
H26113,0,0,0,0,0,3,1,0,0,0,0,0,0,92,0,0,5651,0,26,0,0,0,0,0,0,0,143,0,0,0,0,0,235,0,91,0,104,2,0,0,823,107,6,8,0,1,1462,29,5058,0,200,0,0,0,0,0,886,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26699,0,0,0,0,0,0,0,0,2,0,7,0,0,210,0,0,362,0,24,0,0,0,4,0,0,0,11,0,0,0,0,0,148,0,87,0,0,6,0,0,2,66,0,32,0,0,5635,6,391,0,3,0,0,0,0,0,0,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,1360,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0
H25836,0,0,0,0,1,0,2,0,0,0,0,0,0,91,0,0,8804,0,7,0,0,0,0,0,1,0,32,0,0,0,0,0,127,0,28,0,835,1,0,0,554,145,1,71,0,0,1673,360,5497,10,14,0,0,0,0,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,1087,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
H30957,0,0,0,0,11,0,0,4,9,0,0,0,0,283,0,7,1082,0,14,0,0,0,0,0,43,0,191,0,0,0,0,0,68,12,768,0,11,20,0,0,3695,3712,10,227,0,0,3037,802,5387,56,166,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1192,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
H27369,0,0,0,0,3,0,0,0,1,0,0,0,0,187,0,0,11200,0,0,0,0,0,0,0,3,0,102,0,0,0,0,1,106,22,180,0,2642,1,0,0,848,2314,56,37,0,1,2734,202,5559,43,89,0,4,0,0,0,786,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,602,0,0,0,1,14,0,0,0,16,0,0,0,0,0,0
H21557,0,0,0,0,0,11,6,0,0,0,0,0,0,283,0,0,1124,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,287,0,466,0,0,0,0,0,227,0,8,55,1,0,3861,429,2286,4,15,0,0,0,0,0,8,351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
H27411,0,0,0,0,7,0,0,0,7,0,0,0,0,198,0,0,12218,1,300,0,0,0,1,0,1,0,47,0,0,0,0,1,827,6,8,0,62,0,0,0,1842,475,67,3,2,0,1310,91,9964,47,165,8,57,0,0,0,347,19,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,374,0,0,1,0,2063,0,0,0,0,1,3,0,0,0,0,2,0,8,1,0
H25972,0,0,0,0,1,1,1,0,1,0,0,0,0,129,0,0,7186,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,46,0,665,0,0,14,0,0,193,528,1,27,1,0,3778,97,7494,0,316,0,0,0,0,0,0,4943,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,44,0,0,0,0,47,0,0,0,0,1,302,0,0,0,0,0,0,0,0,0
H27233,0,0,0,0,0,0,1,0,0,0,0,0,0,329,0,0,13049,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,61,0,83,0,0,0,0,0,100,161,6,96,0,0,2886,199,4541,31,40,0,0,1,0,0,0,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,1193,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0
H18225,0,0,0,0,4,3,0,0,3,0,0,0,0,148,0,0,7713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,42,0,0,9,0,0,0,0,0,3,0,0,2932,1,48,0,4,0,0,0,0,0,0,8807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,54,0,0,0,0,2600,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0
H27263,0,0,0,0,9,0,0,0,0,0,0,0,0,156,0,0,10733,0,0,0,0,0,0,0,6,0,41,0,0,0,0,0,466,0,111,0,0,0,0,0,503,404,0,12,0,0,4142,414,6664,4,58,0,0,2,0,0,1838,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,257,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
H25841,0,0,0,0,0,2,0,0,0,0,1,0,0,523,0,0,8047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,0,0,0,0,0,21,1,0,64,0,0,1738,122,2539,0,1,0,0,0,0,0,0,2059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,8,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0
H18157,0,0,0,0,1,3,0,0,0,0,0,0,0,163,0,0,6340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,279,0,9,0,0,0,0,0,73,51,0,19,0,0,1260,6,1928,0,8,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
H27986,0,0,0,0,4,3,0,0,0,0,0,0,0,247,0,0,16459,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,179,0,508,0,0,4,0,0,4,2,0,60,3,0,2350,81,2929,0,28,0,0,0,0,0,0,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,1,0,282,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0
H25777,0,0,0,0,0,3,0,0,0,0,0,0,0,89,0,0,7414,0,2,0,0,0,0,0,0,0,53,0,0,0,0,0,44,0,28,0,177,0,0,0,738,276,0,13,0,0,1537,19,3665,4,14,0,0,0,0,0,0,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,0,0,0,1,0,0,0,0,233,0,0,0,117,0,0,0,0,2,0
H18286,0,0,0,0,18,8,2,0,2,0,1,0,0,387,0,0,9143,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,268,0,260,0,0,0,0,0,24,330,0,233,0,0,1231,172,2640,1,13,0,0,0,0,0,2,1536,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,78,0,0,0,0,852,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0
H18252,0,0,0,0,19,0,0,0,3,0,0,0,0,4,0,0,7488,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,73,0,0,5,0,0,0,0,0,11,0,0,1863,0,648,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129,0,0,0,0,10647,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
H30937,0,0,0,0,6,2,0,0,23,0,0,0,0,1100,0,0,7138,0,87,0,0,0,0,0,17,0,9,0,0,0,0,554,243,253,117,0,1306,1,0,0,508,1261,1,46,0,18,1563,30,5921,28,138,0,3,0,0,0,37,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,10960,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0
H25995,0,0,0,0,44,2,1,0,6,0,4,0,0,288,0,0,6823,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,7389,0,0,43,0,0,486,99,0,221,9,0,4829,210,15838,155,218,0,0,0,0,0,58,305,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,88,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26701,0,0,0,0,3,6,0,0,0,0,0,0,0,106,0,0,5131,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,77,0,7,0,0,0,0,0,155,110,0,0,0,0,1471,24,2869,2,22,0,0,0,0,0,7,3567,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,279,0,0,0,0,505,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
